Age,Gender,Income,Employment Type,Experience,Loan Amount,Loan Duration,Credit History,Payment History,Existing Loans,Debt,Savings,EMI,Credit Card Utilization,Loan Purpose,Marital Status,Education,Default History,Interest Rate,Monthly Balance,Credit Mix,Payment Behaviour,Outstanding Debt,Monthly Salary,Occupation,Target
34,Female,66169.56,Lawyer,9,103320.38,84,26,Average,3,198.53,10110.29,2152.51,33.58,Personal,Married,High School,0,7,770.52,Standard,High_spent_Large_value_payments,1.48,7577.78,Architect,Creditworthy
53,Male,42048.24,Mechanic,32,157118.71,60,23,Good,2,975.52,14370.08,6546.61,34.37,Medical,Single,High School,0,8,633.08,Good,Low_spent_Large_value_payments,548.2,5988.71,Lawyer,Creditworthy
30,Other,72116.25,Mechanic,4,113519.21,84,11,Poor,0,243.75,48410.53,2364.98,26.84,Medical,Married,High School,1,7,782.15,Good,!@9#%8,913.1,10390.45,Teacher,Not Creditworthy
36,Male,25621.01,Developer,15,115352.71,36,5,Average,2,1336.73,12524.3,4806.36,26.66,Business,Divorced,Bachelor,1,5,307.43,Standard,Low_spent_Large_value_payments,580.31,2721.54,Architect,Not Creditworthy
35,Male,53071.47,Musician,10,125055.14,12,23,Excellent,8,1740.38,32578.98,2084.25,26.53,Medical,Single,Master,1,6,298.39,Standard,High_spent_Medium_value_payments,2371.53,3496.69,Engineer,Not Creditworthy
30,Male,100914.39,Manager,6,96034.08,84,15,Good,5,1410.49,65935.79,1600.57,39.74,Home,Married,High School,0,6,595.9,Good,High_spent_Large_value_payments,396.97,7097.24,Engineer,Creditworthy
54,Male,16953.98,Manager,28,111575.51,36,9,Poor,2,554.48,2773.59,4648.98,31.05,Car,Married,High School,1,14,269.65,Standard,Low_spent_Large_value_payments,68.23,3141.45,Engineer,Not Creditworthy
18,Male,16644.37,Teacher,0,123138.38,84,22,Good,2,1415.11,5356.92,2565.38,28.48,Home,Single,Master,1,3,412.31,Good,Low_spent_Small_value_payments,152.77,0,Writer,Not Creditworthy
24,Male,11731.58,Mechanic,1,147149.05,12,24,Good,2,289.73,6141.73,2452.48,29.28,Car,Married,Master,1,5,260.52,Standard,Low_spent_Large_value_payments,2008.06,1497.78,Scientist,Not Creditworthy
38,Female,41925.32,Manager,17,127074.42,36,17,Average,4,1450.92,7228.24,2117.91,27.98,Education,Married,Bachelor,1,17,327.88,Standard,Low_spent_Small_value_payments,1178.6,1728.35,Lawyer,Not Creditworthy
26,Male,34668.59,Teacher,2,92625.57,48,13,Good,3,291.46,5229,2572.93,37.46,Education,Married,Bachelor,0,22,185.45,_,Low_spent_Small_value_payments,2674.89,1359.34,Media_Manager,Creditworthy
22,Female,85667.7,Scientist,0,130120.13,60,9,Poor,0,1457.34,65365.67,2168.67,33.06,Business,Married,Master,1,21,244.86,_,High_spent_Medium_value_payments,4071.62,0,Developer,Not Creditworthy
18,Female,64023.55,Musician,0,226702.21,60,12,Excellent,6,3724.85,29079.59,6297.28,30.3,Education,Single,Diploma,1,5,566.56,Good,High_spent_Medium_value_payments,1342.61,0,Teacher,Not Creditworthy
41,Female,36734.91,Lawyer,17,70983.48,48,8,Good,2,1663.18,16753.17,1183.06,40.99,Medical,Single,Diploma,1,18,528.33,_,Low_spent_Small_value_payments,112.54,0,Doctor,Not Creditworthy
36,Male,54780.04,Manager,13,56000.29,12,6,Poor,8,1443.78,29300.09,4666.69,33.82,Education,Single,High School,1,11,659.38,Good,!@9#%8,923.85,10221.3,Lawyer,Not Creditworthy
21,Female,17856.72,Architect,0,205050.84,84,10,Average,6,1431.47,1662.37,17087.57,38.49,Personal,Divorced,Diploma,1,4,281.21,Good,Low_spent_Large_value_payments,399.44,1649.96,Developer,Not Creditworthy
51,Male,80362.35,Scientist,25,50000,48,17,Good,4,60.04,59820.41,1388.89,39.85,Home,Divorced,Bachelor,1,18,277.45,Bad,Low_spent_Small_value_payments,1990.69,0,Manager,Not Creditworthy
21,Male,58698.08,Lawyer,0,50000,24,15,Good,2,453.31,12979.37,2083.33,32.84,Medical,Married,Bachelor,1,34,212.7,Bad,Low_spent_Medium_value_payments,1682.62,1587.63,Journalist,Not Creditworthy
20,Male,144881.68,Writer,0,50000,36,9,Good,4,404.51,43013.37,833.33,36.29,Business,Married,Bachelor,1,18,823.09,Standard,High_spent_Large_value_payments,1151.7,11662.86,Architect,Not Creditworthy
38,Male,34212.01,Unemployed,16,158983.04,12,13,Good,3,512.38,21336.85,2649.72,37.57,Personal,Single,PhD,0,18,1014.67,Standard,Low_spent_Medium_value_payments,1073.37,12034.43,Mechanic,Creditworthy
46,Female,64118.72,Architect,20,144556.87,48,18,Good,6,1675,29183.03,4015.47,29.06,Business,Married,Bachelor,1,15,413.34,Standard,Low_spent_Medium_value_payments,1635.19,0,Media_Manager,Not Creditworthy
39,Female,122978.43,Developer,15,151553.87,60,3,Excellent,3,1197.33,65746.76,3157.37,43.78,Business,Single,Bachelor,0,22,266.85,Bad,Low_spent_Small_value_payments,2468.95,1454.46,Writer,Creditworthy
56,Male,28446.58,Architect,32,86338.95,48,20,Good,4,640.4,14023.74,7194.91,36.65,Home,Married,Bachelor,0,29,327.55,Bad,Low_spent_Large_value_payments,1746.9,6449.37,Musician,Creditworthy
18,Male,27070.07,Developer,0,62714.65,24,12,Poor,4,919.76,9957.58,1306.56,29.83,Business,Single,Bachelor,1,10,764.1,Standard,High_spent_Medium_value_payments,89.98,8299.7,Lawyer,Not Creditworthy
20,Female,42435.63,Musician,0,160510.41,24,27,Poor,8,4656.19,12153.38,13375.87,35.06,Personal,Single,Bachelor,1,8,340.31,Good,Low_spent_Large_value_payments,31.89,8223.64,Writer,Not Creditworthy
59,Male,28681.38,Media_Manager,36,50000,84,14,Average,0,467.64,11156.09,2083.33,32,Personal,Single,Bachelor,0,15,286.11,Standard,Low_spent_Small_value_payments,456.02,909.01,_______,Creditworthy
40,Female,74499.6,Entrepreneur,19,99106,48,9,Excellent,4,235.27,58928.59,8258.83,30.29,Personal,Single,Bachelor,1,18,311.65,_,Low_spent_Medium_value_payments,1659.15,0,Musician,Not Creditworthy
46,Female,16953.98,Manager,20,144294.72,84,20,Poor,2,554.48,12707.24,2404.91,27.45,Personal,Divorced,Master,1,5,269.97,Standard,Low_spent_Medium_value_payments,1093.87,1214.78,Architect,Not Creditworthy
58,Male,97961.96,Lawyer,35,97474.33,60,8,Average,0,750.95,15565.78,8122.86,36.75,Home,Single,Bachelor,0,12,385.23,Good,High_spent_Medium_value_payments,497.75,2757.56,Musician,Creditworthy
46,Male,36591.25,Entrepreneur,24,95898.82,84,22,Good,4,575.21,25108.35,2663.86,35.25,Home,Married,Bachelor,0,32,292.85,Bad,Low_spent_Large_value_payments,1457.54,1720.17,Doctor,Creditworthy
18,Male,97640.4,Writer,0,106263.78,84,18,Poor,4,80.5,12091.74,2213.83,39.29,Home,Married,Bachelor,1,30,241.36,Bad,High_spent_Medium_value_payments,1751.87,0,Musician,Not Creditworthy
32,Male,12303.09,Journalist,8,50000,24,16,Excellent,3,1328.11,9303.82,1041.67,23.16,Education,Divorced,Diploma,0,3,608.23,Good,High_spent_Medium_value_payments,606.47,8544.25,Musician,Creditworthy
44,Female,86446.44,Developer,20,260816.26,12,10,Excellent,1,1396.41,56456.38,21734.69,35.6,Medical,Single,Bachelor,0,8,750.57,_,High_spent_Small_value_payments,31.89,8223.64,Writer,Creditworthy
35,Male,42018.21,Engineer,9,137126.55,84,5,Excellent,2,421.99,33353.21,5713.61,38.48,Car,Single,Master,0,16,616.34,Standard,High_spent_Medium_value_payments,1410.49,8546.53,Manager,Creditworthy
18,Female,15325.73,Lawyer,0,180211.85,36,18,Average,1,4445.87,7484.46,7508.83,32.43,Business,Married,Diploma,1,34,455.28,Standard,Low_spent_Large_value_payments,2623.14,3888.09,Scientist,Not Creditworthy
41,Male,45238.04,Doctor,15,50000,48,22,Poor,7,1017.45,5231.5,1388.89,33.12,Medical,Married,Master,1,18,0,Bad,Low_spent_Small_value_payments,3589.56,5068.38,Scientist,Not Creditworthy
47,Female,36346.13,Entrepreneur,23,105254.7,36,18,Average,1,1252.46,23722.57,2192.81,28.04,Education,Single,Bachelor,1,12,216.58,Standard,Low_spent_Small_value_payments,465.04,2693.35,Scientist,Not Creditworthy
41,Other,47229.14,Lawyer,17,189205.63,84,16,Good,2,1663.18,29938.64,15767.14,40.99,Education,Single,Bachelor,0,20,378.82,_,!@9#%8,313.06,1561.58,Accountant,Creditworthy
20,Female,61235.6,Manager,0,114427.33,84,6,Excellent,1,71.52,13594.53,1907.12,37.11,Personal,Married,Bachelor,0,16,249.89,Bad,Low_spent_Small_value_payments,3525.61,750.56,Developer,Creditworthy
23,Male,140254.28,Manager,0,50000,36,12,Good,3,84.81,51760.95,1041.67,41.85,Home,Single,Bachelor,0,11,367.87,Standard,High_spent_Large_value_payments,852.81,2756.1,Journalist,Creditworthy
37,Female,18244.44,Media_Manager,13,50000,24,20,Poor,7,1580.95,14319.27,1041.67,33.91,Business,Single,High School,1,29,226.17,Bad,Low_spent_Large_value_payments,3154.07,1209.96,Engineer,Not Creditworthy
18,Male,39717.59,Entrepreneur,0,50000,24,26,Average,2,1259.92,20121.16,1388.89,35.37,Personal,Married,Master,1,11,671.96,Standard,High_spent_Medium_value_payments,1001.74,5240.49,Architect,Not Creditworthy
30,Female,82778.56,Doctor,4,66842.08,24,1369,Poor,4,1777.73,4732.89,1114.03,27.46,Home,Single,High School,1,6,523.55,Good,!@9#%8,328.44,6540.55,Musician,Not Creditworthy
42,Male,63312.98,Lawyer,18,142289.33,48,23,Excellent,3,1123.23,25745.92,2964.36,30.03,Home,Married,Diploma,1,10,1157.71,_,High_spent_Large_value_payments,159.96,0,_______,Not Creditworthy
38,Female,97575.9,Journalist,14,140699.2,36,16,Average,2,366.88,42279.27,2931.23,41.53,Car,Single,Bachelor,0,17,315.32,Bad,High_spent_Medium_value_payments,2731.73,0,Entrepreneur,Creditworthy
43,Male,68665.76,Architect,22,50000,84,12,Excellent,7,420.02,21791.78,1041.67,31.55,Home,Single,Bachelor,0,13,524.53,Standard,High_spent_Large_value_payments,0,5000.27,Writer,Creditworthy
27,Male,59448.04,Scientist,4,117132.07,36,16,Average,6,3825.82,11686.78,9761.01,30.15,Business,Single,PhD,1,34,270.94,Bad,!@9#%8,1682.62,1587.63,Journalist,Not Creditworthy
24,Female,50552.34,Media_Manager,3,103069.32,12,13,Average,1,829.97,20846.94,2863.04,35.62,Medical,Married,Diploma,1,18,433.39,Standard,High_spent_Small_value_payments,112.54,4126.54,Doctor,Not Creditworthy
43,Male,34204.8,Unemployed,19,145278.65,12,24,Average,6,3285.72,17264.39,6053.28,32.82,Education,Married,Bachelor,1,4,278.83,Good,Low_spent_Large_value_payments,108.85,2933.61,Architect,Not Creditworthy
18,Male,10000,Entrepreneur,0,232126.24,12,11,Poor,3,2688.12,1879.33,9671.93,35.43,Car,Married,Bachelor,1,11,381.5,_,High_spent_Small_value_payments,2019.51,0,Doctor,Not Creditworthy
45,Male,10000,Developer,21,108051.89,60,17,Excellent,7,1636.23,6801.4,3001.44,23.39,Business,Married,Bachelor,1,34,432.82,_,Low_spent_Small_value_payments,2623.14,3888.09,Scientist,Not Creditworthy
24,Male,10000,Media_Manager,1,50000,60,12,Excellent,2,2085.35,5137.81,833.33,31.88,Home,Single,Master,1,19,253.41,Bad,Low_spent_Small_value_payments,4813.02,1223.39,Musician,Not Creditworthy
23,Male,47178.46,Doctor,0,115554.66,60,22,Excellent,0,112.54,18824.94,4814.78,39.56,Home,Single,High School,1,20,476.76,Standard,High_spent_Medium_value_payments,1582.55,4844.73,Lawyer,Not Creditworthy
41,Male,42241.19,Journalist,15,113706.5,84,11,Good,0,190.04,12179.51,9475.54,27.63,Personal,Married,Diploma,0,17,383.3,_,High_spent_Medium_value_payments,4659.6,6625.69,_______,Creditworthy
42,Male,41499.21,Architect,16,195427.01,12,5,Excellent,0,1272.15,15824.7,3257.12,39.64,Medical,Married,Bachelor,0,33,318.26,_,!@9#%8,2569.3,822.55,Writer,Creditworthy
28,Male,12723.32,Writer,6,119986.3,36,23,Average,3,387.78,5166.98,2499.71,30.89,Business,Divorced,Bachelor,1,21,116.54,Bad,Low_spent_Medium_value_payments,2231.92,0,Accountant,Not Creditworthy
52,Female,22250.52,Unemployed,31,50000,12,15,Excellent,0,1443.78,2198.26,1041.67,24.77,Car,Single,Bachelor,1,28,254.63,Bad,High_spent_Small_value_payments,1442.56,3275.38,Engineer,Not Creditworthy
27,Male,121948.8,Lawyer,5,91682.24,84,16,Excellent,2,514.91,27959.68,1910.05,33.55,Medical,Married,Master,1,10,465.53,Good,!@9#%8,278.8,6584.95,Journalist,Not Creditworthy
39,Other,64036.88,Media_Manager,18,99284.18,60,22,Poor,4,1635.19,37097.63,8273.68,37.68,Home,Married,High School,1,13,627.38,_,High_spent_Small_value_payments,455.22,0,Accountant,Not Creditworthy
38,Female,62519.59,Doctor,13,50000,36,23,Excellent,2,633.47,39380.03,1388.89,29.67,Personal,Divorced,PhD,0,16,960.08,Standard,High_spent_Large_value_payments,1075.84,8848.58,Writer,Creditworthy
45,Male,65201.89,Journalist,22,64657.23,48,10,Good,1,1124.16,29706.01,5388.1,34.33,Home,Single,Bachelor,0,16,352.32,Standard,High_spent_Small_value_payments,1123.23,0,Lawyer,Creditworthy
30,Male,177907.72,Lawyer,9,138016.04,48,15,Good,0,685.01,24096.27,5750.67,30.95,Education,Single,Master,1,5,768.4,Good,High_spent_Large_value_payments,505.14,10559.03,Scientist,Not Creditworthy
32,Male,10000,Engineer,9,50000,84,26,Good,7,1881.18,2325.82,833.33,36.26,Personal,Single,Master,1,16,231.38,Standard,Low_spent_Small_value_payments,117.57,930.65,Journalist,Not Creditworthy
41,Male,19514.88,Musician,20,99744.77,48,20,Average,0,881.4,1775.76,2770.69,34.5,Education,Married,Diploma,1,20,244.54,Standard,Low_spent_Large_value_payments,2374.04,1843.08,Writer,Not Creditworthy
36,Female,10987.94,Developer,13,120967.67,48,8,Excellent,4,1384.32,5352.35,10080.64,26.47,Car,Married,Master,1,8,961.93,Good,High_spent_Large_value_payments,29.6,8442.28,Lawyer,Not Creditworthy
25,Female,84880.65,Accountant,0,88053.54,24,7,Good,0,1344.85,22181.43,7337.79,29.32,Business,Married,Master,1,1886,423.4,Standard,!@9#%8,113.98,3660.87,Developer,Not Creditworthy
46,Male,82065.16,Developer,21,105426.6,12,22,Good,3,106.83,22093.76,2196.39,31.09,Education,Single,Master,0,32,247.33,_,Low_spent_Medium_value_payments,1636.23,507.6,Developer,Creditworthy
45,Male,68056.56,Entrepreneur,22,198555.66,12,19,Average,6,1681.16,46694.39,16546.3,40.2,Education,Single,Master,0,22,235.55,_,Low_spent_Small_value_payments,2468.95,1454.46,Writer,Creditworthy
42,Male,59908.68,Writer,21,184797.53,60,14,Good,5,2561.65,9109.58,3849.95,33.42,Education,Single,PhD,1,11,153.56,Good,Low_spent_Small_value_payments,46.05,3427.37,Scientist,Not Creditworthy
32,Male,42220.39,Unemployed,7,83234.19,36,13,Poor,4,257.81,2537.13,1387.24,26.97,Medical,Single,PhD,0,20,26.77,Standard,Low_spent_Medium_value_payments,385.8,0,Journalist,Creditworthy
30,Female,78290.36,Manager,4,105837.94,60,7,Excellent,0,952.61,11526.43,8819.83,28.28,Education,Married,Diploma,1,7,582.67,Standard,!@9#%8,417.27,0,Manager,Not Creditworthy
40,Female,10000,Lawyer,15,91634.24,84,25,Good,4,322.61,4394.28,1909.05,22.27,Personal,Married,High School,1,1,897.05,Good,High_spent_Large_value_payments,295.22,8343.47,Accountant,Not Creditworthy
20,Male,106733.13,Entrepreneur,0,110525.97,84,6,Good,0,76.23,7894.22,9210.5,42.07,Education,Married,High School,1,16,299.24,Standard,Low_spent_Small_value_payments,685.74,0,Developer,Not Creditworthy
30,Male,72116.25,Mechanic,6,183265.89,84,7,Good,0,243.75,25961.43,3054.43,26.84,Personal,Single,Bachelor,1,1,243.39,Good,Low_spent_Large_value_payments,511.85,3300.94,Lawyer,Not Creditworthy
18,Male,75273.24,Musician,0,170789.34,12,19,Good,5,2497.34,22539.25,7116.22,33.04,Medical,Married,Bachelor,1,15,260.91,Standard,Low_spent_Large_value_payments,1704.18,0,Media_Manager,Not Creditworthy
51,Male,80362.35,Scientist,27,137206.89,84,19,Good,4,60.04,34418.07,2858.48,27.92,Personal,Married,Diploma,0,16,247.67,Bad,!@9#%8,4116.03,0,Teacher,Creditworthy
33,Other,30788.44,Accountant,11,174684.81,12,23,Average,6,3470.08,23867.9,7278.53,39.74,Home,Single,Bachelor,1,5,278.56,Standard,Low_spent_Small_value_payments,233.67,1462.18,Mechanic,Not Creditworthy
39,Female,15968.14,Developer,17,160374.63,60,9,Good,8,4912.8,12428.3,6682.28,30.06,Car,Married,Diploma,1,11,324.16,Good,Low_spent_Small_value_payments,1374.23,3133.17,Mechanic,Not Creditworthy
44,Female,18957.37,Mechanic,21,69523.74,36,7,Good,2,288.32,11332.63,1931.22,33.39,Home,Single,PhD,1,9,314.76,_,Low_spent_Medium_value_payments,743.2,1585.13,Doctor,Not Creditworthy
18,Female,94454.1,Teacher,0,146683.02,48,3,Good,0,1342.61,5028.1,2444.72,26.06,Medical,Single,Bachelor,0,20,49.33,Bad,Low_spent_Medium_value_payments,4167.43,6327.62,Writer,Creditworthy
33,Male,14205.09,Musician,7,115640.04,60,22,Excellent,8,4845.24,8434.14,1927.33,30.56,Education,Married,Master,1,17,141.02,Bad,Low_spent_Small_value_payments,2845.49,3380.5,Teacher,Not Creditworthy
25,Male,142152.48,Teacher,1,184505.22,84,13,Good,0,185.7,49002.46,7687.72,35.02,Business,Married,High School,0,19,278.8,Bad,Low_spent_Large_value_payments,2758.61,896.09,Lawyer,Creditworthy
40,Female,14208.86,Media_Manager,17,195648.57,36,19,Poor,0,605.49,9751.37,16304.05,27.1,Medical,Married,Bachelor,0,34,174.23,Bad,Low_spent_Small_value_payments,1693.64,2473.91,Engineer,Creditworthy
26,Male,39471.98,Teacher,5,63858.94,12,16,Excellent,4,2244.32,30067.4,5321.58,35.31,Medical,Single,PhD,1,18,267.82,Bad,!@9#%8,3589.56,5068.38,Scientist,Not Creditworthy
52,Male,143372.68,Accountant,26,107795.97,60,16,Excellent,0,159.96,19672.06,4491.5,37.08,Business,Divorced,Bachelor,0,12,227.16,Good,Low_spent_Small_value_payments,421.43,2825.23,Journalist,Creditworthy
47,Male,48411.24,Mechanic,22,152233.28,24,10,Poor,4,821.27,17490.91,12686.11,32.37,Education,Married,High School,0,15,279.08,_,High_spent_Small_value_payments,983.22,1027.31,Architect,Creditworthy
31,Male,148990.16,Scientist,5,162947.45,48,5,Good,3,407.6,89260.55,2715.79,38.38,Business,Married,PhD,1,11,659.38,Good,!@9#%8,923.85,10221.3,Lawyer,Not Creditworthy
39,Male,122978.43,Developer,16,194616.35,36,4,Good,3,1197.33,16346.19,4054.51,39.8,Home,Single,High School,1,12,340.78,Standard,Low_spent_Medium_value_payments,1153.03,5009.92,Journalist,Not Creditworthy
41,Female,96910.48,Entrepreneur,18,50000,12,20,Good,2,456.9,60952.94,1041.67,32.5,Personal,Single,Bachelor,0,7,830.92,Good,High_spent_Medium_value_payments,390.11,10072.59,Lawyer,Creditworthy
30,Male,10000,Writer,4,50000,60,14,Good,6,2569.3,6443.46,1388.89,35.34,Education,Single,High School,0,21,252.09,Standard,Low_spent_Medium_value_payments,1935.7,618.94,Media_Manager,Creditworthy
37,Male,17251.38,Unemployed,11,80773.11,36,8,Poor,7,2431.64,8852.63,2243.7,32.71,Education,Single,Master,0,1,753.24,_,!@9#%8,796.88,7052.59,Accountant,Creditworthy
41,Male,10183.02,Media_Manager,15,119737.98,48,11,Good,5,1672.43,1279.22,3326.06,32.39,Home,Single,Master,1,6,133.25,Standard,Low_spent_Medium_value_payments,775.02,12025.25,Mechanic,Not Creditworthy
24,Female,28230.92,Developer,1,184169.56,24,11,Excellent,7,2989.13,16494.74,7673.73,34.11,Medical,Single,Master,1,1,506.75,Good,High_spent_Small_value_payments,276.91,0,Scientist,Not Creditworthy
32,Male,11703.6,Architect,11,118801.13,24,20,Excellent,0,1175.56,6762.21,2475.02,39.03,Home,Single,Master,0,29,266.3,Bad,High_spent_Small_value_payments,1684.06,908.27,Teacher,Creditworthy
55,Female,20186.02,Scientist,29,103748.8,84,19,Average,2,413.32,16031.29,2161.43,31.86,Car,Married,Bachelor,0,18,201.33,_,Low_spent_Small_value_payments,2551.12,1416.69,Teacher,Creditworthy
49,Female,53482.67,Entrepreneur,23,95416.35,12,10,Good,2,833.1,2854.01,3975.68,35.43,Business,Married,PhD,0,9,795.91,Good,Low_spent_Large_value_payments,1412.35,10889.42,_______,Creditworthy
18,Female,67614.24,Unemployed,0,50000,12,18,Excellent,2,1330.8,35360.67,2083.33,28.99,Personal,Married,Master,1,5,459.12,_,High_spent_Medium_value_payments,575.21,3115.27,Entrepreneur,Not Creditworthy
22,Male,23195.18,Doctor,0,104142.02,12,12,Average,5,458.8,14662.69,1735.7,39.02,Education,Single,Diploma,1,8,315.37,Good,High_spent_Small_value_payments,284.95,0,Journalist,Not Creditworthy
25,Female,113383.14,Architect,2,50000,36,20,Good,4,82.71,35007.83,1041.67,26.18,Personal,Married,Diploma,1,17,571.66,Standard,High_spent_Small_value_payments,768.36,5205.54,Architect,Not Creditworthy
36,Female,34425.62,Journalist,14,57285.88,84,14,Good,3,29.9,5996.25,4773.82,24.82,Home,Married,PhD,1,3,706.52,Good,High_spent_Medium_value_payments,244.07,5845.05,Musician,Not Creditworthy
39,Female,19910.51,Engineer,14,109719.03,84,11,Good,5,3957.01,3264.87,1828.65,31.6,Home,Single,Master,0,9,445.76,Standard,Low_spent_Small_value_payments,147.77,5469.9,Musician,Creditworthy
41,Female,36963.52,Lawyer,15,131980.67,84,20,Poor,8,2518.8,20427.22,2749.6,29.53,Education,Single,Bachelor,1,32,0,Bad,Low_spent_Small_value_payments,3450.16,4353.9,Accountant,Not Creditworthy
40,Female,28922.03,Journalist,19,81613.16,24,10,Excellent,0,1329.59,2137.96,1360.22,37.56,Home,Married,Bachelor,1,21,290.77,Standard,!@9#%8,1409.58,1089.43,Musician,Not Creditworthy
47,Male,84074.88,Engineer,24,126994.19,48,6,Average,4,63145.21,39215.7,2116.57,39.9,Car,Married,Bachelor,0,14,955.86,Standard,High_spent_Large_value_payments,0,10114.13,Architect,Creditworthy
29,Female,143741.2,Mechanic,5,157730.45,60,18,Excellent,0,1073.37,63561.76,6572.1,39.64,Home,Married,High School,1,8,226.37,_,Low_spent_Small_value_payments,939.2,2073.34,Musician,Not Creditworthy
38,Male,10000,Writer,14,157373.63,84,15,Good,6,4953.93,1584.63,4371.49,24.32,Business,Single,Bachelor,1,6,435.14,_,Low_spent_Small_value_payments,165.76,0,Scientist,Not Creditworthy
49,Male,92041.02,Lawyer,28,161241.28,48,10,Good,0,590.95,5151.02,4478.92,39.38,Personal,Married,High School,1,28,237.61,Bad,Low_spent_Medium_value_payments,4749.97,0,Mechanic,Not Creditworthy
